Tittle,Year Release,MPAA Rating,Duration(minutes),IMDB Score,Metascore,Genre 1,Genre 2,Genre 3,Gross($M)
Br�dre,2004,R,117,7.5,76,Drama,War,NA,0.38

Il vangelo secondo Matteo,1964,NA,137,7.8,NA,Biography,Drama,History,NA

God's Pocket,2014,R,88,6.1,51,Crime,Drama,NA,0.10

Transit,I 2012,R,88,5.8,NA,Action,Crime,Thriller,NA

Career Opportunities,1991,NA,83,5.9,41,Comedy,Romance,NA,11.34

Starship Troopers: Invasion,2012,R,89,5.9,NA,Animation,Action,Sci-Fi,NA

The Next Best Thing,2000,PG-13,108,4.7,25,Comedy,Drama,Romance,14.99

The Rhythm Section,2020,R,109,5.3,45,Action,Drama,Mystery,NA

Ladies in Lavender,2004,PG-13,104,7.0,61,Drama,Music,Romance,6.76

Rio Lobo,1970,G,114,6.8,55,Adventure,Romance,War,9.27

The Palm Beach Story,1942,NA,88,7.5,NA,Comedy,Romance,NA,0.44

Aruvi,2016,NA,130,8.5,NA,Drama,NA,NA,NA

Savage Grace,2007,NA,97,5.8,51,Drama,NA,NA,0.43

C.H.U.D.,1984,NA,88,5.6,57,Horror,Sci-Fi,NA,4.65

D.O.A.,1949,Approved,83,7.3,NA,Drama,Film-Noir,Mystery,NA

Prityazhenie,2017,17+,132,5.6,NA,Drama,Romance,Sci-Fi,NA

Bus Stop,1956,NA,96,6.4,NA,Comedy,Drama,Romance,NA

Rob the Mob,2014,R,104,6.3,63,Crime,Drama,NA,0.21

Peacock,2010,PG-13,90,6.2,NA,Drama,Thriller,NA,NA

Die unendliche Geschichte III: Rettung aus Phantasien,1994,NA,95,3.2,NA,Adventure,Comedy,Family,NA

Sex and Death 101,2007,R,117,6.0,24,Comedy,Drama,Fantasy,0.02

Me and Orson Welles,2008,PG-13,114,6.7,73,Comedy,Drama,NA,1.19

Resident Evil: Vendetta,2017,17+,97,6.3,NA,Animation,Action,Adventure,NA

My Life,1993,PG-13,117,6.9,NA,Drama,NA,NA,27.48

Ernest Scared Stupid,1991,NA,91,5.8,38,Comedy,Family,Fantasy,14.14

Murder Party,2007,NA,79,5.8,NA,Comedy,Crime,Drama,NA

Acts of Violence,2018,17+,86,5.3,28,Action,Crime,NA,NA

Alligator,1980,NA,91,6.0,62,Horror,Sci-Fi,Thriller,NA

Extreme Movie,2008,R,86,3.7,NA,Comedy,NA,NA,NA

42nd Street,1933,NA,89,7.4,83,Comedy,Musical,Romance,2.30

Musa,2001,R,158,7.1,NA,Action,Drama,History,NA

J�i-uchi: Hairy� tsuma shimatsu,1967,NA,128,8.4,90,Drama,NA,NA,NA

La finestra di fronte,2003,R,106,7.3,55,Drama,Romance,NA,0.54

Clay Pigeons,1998,R,104,6.6,46,Comedy,Crime,NA,1.79

Delta Farce,2007,PG-13,90,3.6,17,Action,Adventure,Comedy,8.07

Ast�rix chez les Bretons,1986,NA,79,7.1,NA,Animation,Adventure,Comedy,NA

Novocaine,2001,R,95,5.8,45,Comedy,Crime,Drama,2.04

Charlotte Gray,2001,PG-13,121,6.4,48,Drama,Romance,Thriller,0.67

Koneko monogatari,1986,NA,90,7.0,NA,Adventure,Drama,Family,13.25

Walking with Dinosaurs 3D,2013,PG,87,5.2,37,Animation,Adventure,Family,36.08

ATL,2006,PG-13,105,6.1,63,Comedy,Crime,Drama,21.16

All I See Is You,2016,R,109,5.4,43,Drama,Mystery,Romance,0.22

How to Make an American Quilt,1995,PG-13,117,6.3,NA,Comedy,Drama,Romance,23.57

Matador,1986,NC-17,110,7.0,NA,Drama,Thriller,NA,0.21

The Night of the Iguana,1964,NA,125,7.6,NA,Drama,NA,NA,NA

Turbulence,1997,R,100,4.9,NA,Action,Thriller,NA,11.47

Deathwatch,2002,R,94,6.0,NA,Drama,Horror,War,NA

Hwal,2005,NA,90,7.1,NA,Drama,Romance,NA,NA

Three Fugitives,1989,NA,96,6.2,40,Action,Comedy,NA,40.59

No Entry,2005,NA,158,6.6,NA,Comedy,Drama,Musical,0.68

Maine Pyar Kiya,1989,NA,192,7.3,NA,Drama,Family,Musical,NA

Ma nuit chez Maud,1969,NA,110,8.0,NA,Comedy,Drama,Romance,NA

Holding the Man,2015,NA,127,7.4,NA,Biography,Drama,Romance,NA

Armed and Dangerous,1986,NA,88,5.7,17,Action,Comedy,Crime,15.95

Yip Man: Jung gik yat zin,2013,PG-13,100,6.2,55,Action,Biography,Drama,0.04

Doua lozuri,2016,NA,86,7.7,NA,Comedy,NA,NA,NA

Mai wei,2011,R,137,7.7,30,Action,Drama,War,0.07

3096 Tage,2013,NA,111,6.5,NA,Biography,Crime,Drama,NA

Aamir,2008,NA,99,7.7,NA,Crime,Drama,Thriller,NA

Ch�ri,2009,R,100,6.2,63,Comedy,Drama,Romance,2.71

The Revenant,I 2009,R,117,6.3,57,Comedy,Fantasy,Horror,NA

Billu,2009,NA,137,6.2,NA,Comedy,Drama,NA,0.75

Paid in Full,2002,R,97,7.1,49,Action,Crime,Drama,3.04

Monkey Shines,1988,R,113,6.2,71,Drama,Horror,Sci-Fi,5.34

Vivegam,2017,NA,149,5.6,NA,Action,Thriller,NA,NA

The Falcon and the Snowman,1985,NA,131,6.8,68,Biography,Crime,Drama,17.10

The Raven,1963,NA,86,6.6,NA,Comedy,Fantasy,Horror,NA

Pawn Shop Chronicles,2013,R,112,5.9,26,Action,Comedy,Crime,0.00

The Private Life of Sherlock Holmes,1970,NA,125,7.1,NA,Adventure,Comedy,Crime,3.30

Please Stand By,2017,17+,93,6.7,49,Comedy,Drama,NA,0.01

Secret of the Wings,2012,NA,75,7.1,NA,Animation,Family,Fantasy,NA

Se ying diu sau,1978,NA,97,7.4,NA,Action,Comedy,NA,NA

Kaithi,2019,NA,145,8.5,NA,Action,Thriller,NA,NA

Spare Parts,I 2015,PG-13,114,7.3,50,Drama,NA,NA,3.61

Driving Lessons,2006,PG-13,98,6.7,56,Comedy,Drama,NA,0.24

G.B.F.,2013,R,92,5.9,56,Comedy,Drama,Romance,NA

Teen Wolf Too,1987,NA,95,3.4,8,Comedy,Fantasy,NA,7.89

Brainscan,1994,R,96,6.1,NA,Comedy,Horror,Sci-Fi,4.26

The D Train,2015,R,101,5.0,NA,Comedy,Drama,NA,0.66

Madea's Family Reunion,2006,PG-13,107,5.2,45,Comedy,Drama,Romance,63.32

Une vie de chat,2010,PG,70,6.9,63,Animation,Adventure,Comedy,0.31

Chances Are,1989,NA,108,6.5,62,Comedy,Fantasy,Romance,16.28

The Factory,V 2012,R,104,5.8,NA,Crime,Mystery,Thriller,NA

Orca,1977,NA,92,5.8,27,Adventure,Drama,Horror,14.72

Bait,2000,R,119,5.8,39,Action,Comedy,Crime,15.33

Indian,1996,NA,185,8.1,NA,Action,Drama,Thriller,NA

Di renjie: Tong tian di guo,2010,PG-13,123,6.6,75,Action,Adventure,Drama,0.46

Shi,2010,NA,139,7.8,87,Drama,NA,NA,0.36

Tristana,1970,PG-13,99,7.5,93,Drama,NA,NA,0.01

Sputnik,2020,NA,113,6.4,61,Drama,Horror,Sci-Fi,NA

Les �motifs anonymes,2010,NA,80,6.9,69,Comedy,Romance,NA,NA

The Brothers Solomon,2007,R,93,5.3,32,Comedy,NA,NA,0.90

Little Italy,2018,R,102,5.7,28,Comedy,Romance,NA,0.99

Ginger & Rosa,2012,PG-13,90,6.3,69,Drama,NA,NA,1.01

3 Ninjas: High Noon at Mega Mountain,1998,PG,93,2.9,44,Action,Adventure,Comedy,0.38

Candyman: Farewell to the Flesh,1995,R,95,5.3,NA,Horror,Thriller,NA,13.94

Surviving the Game,1994,R,96,6.2,41,Action,Adventure,Crime,7.73

"Sono otoko, ky�b� ni tsuki",1989,NA,103,7.2,NA,Action,Crime,Drama,0.00

Donkey Punch,2008,R,99,5.1,43,Crime,Drama,Horror,0.02

Hoodlum,1997,R,130,6.3,50,Crime,Drama,NA,23.46

Stay Tuned,1992,PG,88,6.3,NA,Adventure,Comedy,Fantasy,10.74

Popi�l i diament,1958,NA,103,7.8,NA,Drama,Romance,War,NA

A Family Man,2016,17+,108,6.5,21,Drama,NA,NA,NA

Wizards,1977,NA,82,6.5,NA,Animation,Adventure,Fantasy,9.00

Lust for Life,1956,NA,122,7.4,NA,Biography,Drama,NA,NA

The Most Dangerous Game,1932,NA,63,7.1,NA,Action,Adventure,Horror,0.97

Dominion: Prequel to the Exorcist,2005,R,117,5.2,55,Drama,Horror,Thriller,0.25

The Gingerbread Man,1998,R,114,5.7,65,Crime,Mystery,Thriller,1.53

Feeling Minnesota,1996,R,99,5.4,30,Comedy,Crime,Drama,3.10

Mohenjo Daro,2016,NA,155,5.7,39,Action,Adventure,Drama,1.25

My Father the Hero,1994,PG,90,5.5,42,Comedy,Romance,NA,25.48

� ma soeur!,2001,21+,95,6.5,77,Drama,NA,NA,0.72

Willow Creek,2013,NA,80,5.1,62,Horror,Mystery,Thriller,NA

Hobgoblins,1988,NA,88,2.3,NA,Comedy,Horror,Sci-Fi,NA

Berserk: Ougon Jidai-hen I - Haou no Tamago,2012,NA,76,7.6,NA,Animation,Action,Adventure,NA

Shall we dansu?,1996,PG,136,7.6,68,Comedy,Drama,Music,9.68

Malevolent,III 2018,NA,89,4.8,NA,Horror,Mystery,Thriller,NA

Gekij�-ban hagane no renkinjutsushi: Shanbara wo yuku mono,2005,PG-13,105,7.4,NA,Animation,Action,Adventure,NA

Vada Chennai,2018,NA,164,8.5,NA,Action,Crime,Drama,NA

Karthik Calling Karthik,2010,NA,135,7.1,NA,Drama,Mystery,Thriller,0.26

Jenny's Wedding,2015,PG-13,94,5.5,33,Comedy,Drama,Romance,0.00

Larry the Cable Guy: Health Inspector,2006,PG-13,89,3.3,21,Comedy,Romance,NA,15.66

Home of the Brave,2006,R,106,5.6,42,Action,Drama,War,0.05

The Hot Spot,1990,NA,130,6.4,56,Crime,Drama,Romance,1.29

The Canyons,2013,R,99,3.8,36,Drama,Thriller,NA,0.05

Kickboxer: Vengeance,2016,NA,90,4.9,37,Action,Crime,Drama,NA

Bitva za Sevastopol,2015,NA,110,7.1,NA,Biography,Drama,Romance,NA

I due superpiedi quasi piatti,1977,NA,115,7.2,NA,Action,Comedy,Adventure,NA

Twilight,1998,R,94,6.2,NA,Crime,Drama,Mystery,15.03

Stockholm,I 2018,R,92,6.1,54,Biography,Comedy,Crime,0.30

Playing with Fire,I 2019,PG,96,5.0,24,Comedy,Family,NA,NA

Lottery Ticket,I 2010,PG-13,99,5.0,50,Comedy,NA,NA,24.71

River of No Return,1954,NA,91,6.6,NA,Action,Adventure,Drama,NA

Mia aioniotita kai mia mera,1998,NA,137,7.9,NA,Drama,NA,NA,0.11

The Notorious Bettie Page,2005,R,91,6.5,64,Biography,Drama,NA,1.41

Elephant White,2011,R,91,5.1,NA,Action,Crime,Thriller,NA

Because of Winn-Dixie,2005,PG,106,6.3,54,Comedy,Drama,Family,32.65

Going My Way,1944,NA,126,7.0,NA,Comedy,Drama,Music,16.30

It's a Disaster,2012,R,88,6.4,57,Comedy,Drama,NA,0.04

Aleksandr Nevskiy,1938,NA,112,7.6,NA,Action,Biography,Drama,NA

The Dark,2005,R,93,5.4,NA,Drama,Fantasy,Horror,NA

Bamboozled,2000,R,135,6.5,54,Comedy,Drama,Music,2.19

Voice from the Stone,2017,R,94,5.2,42,Drama,Mystery,Thriller,NA

The Muse,1999,PG-13,97,5.7,56,Comedy,NA,NA,11.61

DeepStar Six,1989,NA,99,5.4,34,Action,Horror,Sci-Fi,8.14

Fukrey,2013,NA,139,6.9,NA,Comedy,Drama,Romance,0.12

Mixed Nuts,1994,PG-13,97,5.5,14,Comedy,Drama,NA,6.80

Sleepaway Camp II: Unhappy Campers,1988,NA,80,5.7,NA,Comedy,Horror,NA,NA

Karakter,1997,R,122,7.7,NA,Crime,Drama,Mystery,0.71

Soul Men,2008,R,100,6.4,49,Comedy,Drama,Music,12.08

M�nd & h�ns,2015,NA,104,6.7,64,Comedy,Drama,Mystery,0.03

Hannah Arendt,2012,NA,113,7.1,69,Biography,Drama,NA,0.71

Dzhentlmeny udachi,1971,NA,88,8.5,NA,Comedy,Crime,Drama,NA

The Caller,2011,R,92,6.1,NA,Thriller,NA,NA,NA

I Sell the Dead,2008,NA,85,6.1,62,Comedy,Horror,NA,0.01

Hichki,2018,17+,116,7.5,NA,Comedy,Drama,NA,0.33

Norma Rae,1979,NA,114,7.3,61,Drama,NA,NA,22.23

I tre volti della paura,1963,NA,92,7.1,82,Horror,NA,NA,NA

Twixt,2011,R,88,4.8,40,Comedy,Fantasy,Horror,NA

A Single Shot,2013,R,116,5.8,53,Crime,Drama,Thriller,0.01

K�rkarlen,1921,NA,107,8.1,NA,Drama,Fantasy,Horror,NA

Palmeras en la nieve,2015,NA,163,7.4,NA,Drama,Romance,NA,NA

The Final,I 2010,R,93,5.4,NA,Drama,Horror,Thriller,NA

Bella,2006,PG-13,91,7.2,47,Drama,Romance,NA,8.11

Chapter 27,2007,R,84,5.7,32,Biography,Crime,Drama,0.06

Lost Souls,2000,R,97,4.8,16,Drama,Horror,Thriller,16.78

Mucize,2015,NA,136,7.7,NA,Comedy,Drama,Romance,NA

The I Inside,2004,R,90,6.1,NA,Mystery,Sci-Fi,Thriller,NA

Beta Test,I 2016,NA,88,5.7,NA,Action,Sci-Fi,Thriller,0.01

Balkanski spijun,1984,NA,95,8.9,NA,Comedy,Drama,NA,NA

Forsaken,I 2015,R,90,6.3,55,Action,Drama,Western,NA

Blancanieves,2012,PG-13,104,7.5,82,Drama,Fantasy,NA,0.28

Little,I 2019,PG-13,109,5.5,49,Comedy,Fantasy,Romance,40.67

Orph�e,1950,NA,112,8.0,NA,Fantasy,Drama,Romance,NA

Wake in Fright,1971,NA,109,7.7,85,Drama,Thriller,NA,0.05

Unaccompanied Minors,2006,PG,90,5.3,43,Adventure,Comedy,Family,16.65

4.3.2.1.,2010,NA,117,5.8,NA,Crime,Thriller,NA,NA

Black Christmas,2019,PG-13,92,3.3,49,Horror,Mystery,Thriller,NA

Germania anno zero,1948,NA,78,7.9,NA,Drama,War,NA,NA

Khane-ye doust kodjast?,1987,NA,83,8.1,NA,Drama,Family,NA,NA

Peter's Friends,1992,R,101,7.0,NA,Comedy,Drama,Romance,4.06

Julius Caesar,1953,NA,120,7.3,NA,Biography,Drama,History,NA

Chi trova un amico trova un tesoro,1981,NA,108,7.2,NA,Adventure,Comedy,Action,NA

La flor de mi secreto,1995,R,103,7.0,75,Drama,NA,NA,1.16

The Broken,2008,R,93,5.4,NA,Drama,Horror,Thriller,NA

Land and Freedom,1995,NA,109,7.6,NA,Drama,War,NA,0.23

Alpeis,2011,NA,93,6.4,69,Drama,NA,NA,0.01

The Cameraman,1928,NA,76,8.1,NA,Comedy,Drama,Family,NA

Bushwick,2017,NA,94,5.2,44,Action,Thriller,NA,NA

Bachna Ae Haseeno,2008,NA,152,6.1,NA,Comedy,Drama,Romance,0.69

Hounds of Love,2016,NA,108,6.5,73,Crime,Drama,Thriller,NA

Jerusalema,2008,R,119,7.3,53,Action,Crime,Drama,0.00

The Little Foxes,1941,NA,116,8.0,NA,Drama,Romance,NA,NA

The Hunchback of Notre Dame,1939,NA,117,7.8,NA,Drama,Romance,NA,3.27

Nanjing! Nanjing!,2009,R,132,7.7,85,Drama,History,War,0.12

Dark Angel,1990,NA,91,6.2,NA,Action,Crime,Horror,4.35

Beast,III 2017,R,107,6.8,74,Crime,Drama,Mystery,0.80

Blueberry,2004,R,124,5.2,NA,Adventure,Western,NA,NA

Scenic Route,2013,R,82,6.5,34,Drama,Thriller,NA,NA

To End All Wars,2001,R,125,7.0,NA,Action,Drama,War,NA

The Human Race,2013,NA,87,5.2,32,Action,Horror,Sci-Fi,NA

The Wings of the Dove,1997,R,102,7.1,73,Drama,Romance,NA,13.72

The Conspiracy,2012,NA,84,6.3,NA,Horror,Thriller,NA,NA

Sylvia,2003,R,110,6.3,56,Biography,Drama,Romance,1.30

A-X-L,2018,13+,100,5.3,29,Action,Adventure,Family,6.50

Dirty Girl,2010,R,90,6.4,37,Comedy,Drama,NA,0.05

Una pura formalit�,1994,PG-13,108,7.7,NA,Crime,Drama,Thriller,0.20

Elmer Gantry,1960,NA,146,7.8,NA,Drama,NA,NA,11.34

El m�todo,2005,NA,115,7.2,68,Drama,NA,NA,0.01

Viva Zapata!,1952,NA,113,7.4,NA,Biography,Drama,History,NA

The Chase,1966,NA,134,7.2,NA,Crime,Drama,Thriller,5.00

Diario de una ninf�mana,2008,NA,101,5.7,NA,Drama,Romance,NA,NA

Hush,1998,PG-13,96,5.5,18,Drama,Thriller,NA,13.51

Tian zhu ding,2013,NA,130,7.1,77,Action,Drama,NA,0.09

Rosewater,2014,R,103,6.6,67,Biography,Drama,NA,3.13

Shadows,1958,NA,81,7.3,86,Drama,Romance,NA,NA

Yoidore tenshi,1948,NA,98,7.7,NA,Crime,Drama,Romance,NA

The Lodger: A Story of the London Fog,1927,NA,92,7.3,NA,Crime,Drama,Mystery,NA

Gulabo Sitabo,2020,NA,124,6.3,NA,Comedy,Drama,NA,NA

Ronja R�vardotter,1984,NA,126,7.3,NA,Adventure,Drama,Family,NA

Necessary Roughness,1991,NA,108,6.2,45,Comedy,Sport,NA,26.26

Ill Manors,2012,NA,121,7.1,NA,Crime,Drama,NA,NA

Auntie Mame,1958,NA,143,7.9,NA,Comedy,Drama,Romance,23.30

All the Real Girls,2003,R,108,6.8,71,Drama,Romance,NA,0.55

The Newton Boys,1998,PG-13,122,6.1,57,Action,Crime,Drama,10.30

That's What I Am,2011,PG,101,7.0,53,Comedy,Drama,Romance,NA

Qayamat Se Qayamat Tak,1988,NA,162,7.5,NA,Drama,Musical,Romance,NA

Columbus Circle,2012,PG-13,82,6.0,NA,Crime,Drama,Mystery,NA

Velayudham,2011,NA,186,6.0,NA,Action,NA,NA,NA

A Good Marriage,2014,R,102,5.2,43,Crime,Drama,Thriller,NA

Noises Off...,1992,NA,101,7.6,NA,Comedy,NA,NA,2.28

Plemya,2014,NA,126,7.0,78,Crime,Drama,NA,0.15

Boss,I 2013,NA,143,5.1,42,Action,NA,NA,NA

Tarde para la ira,2016,NA,92,6.8,NA,Action,Drama,Thriller,NA

Trapped,XVII 2016,NA,105,7.5,NA,Drama,Thriller,NA,NA

Angrezi Medium,2020,NA,145,7.3,NA,Comedy,Drama,NA,NA

The Grey Zone,2001,R,108,7.0,58,Drama,History,War,0.52

Barfuss,2005,NA,118,7.2,NA,Comedy,Drama,Romance,NA

Savior,1998,R,103,7.3,NA,Drama,War,NA,0.01

Holidays,2016,NA,105,5.1,50,Fantasy,Horror,Mystery,NA

Sherlock Gnomes,2018,SU,86,5.2,36,Animation,Adventure,Comedy,43.24

Ishtar,1987,NA,107,4.4,52,Action,Adventure,Comedy,14.38

Myeong-ryang,2014,NA,128,7.1,NA,Action,Drama,History,2.59

Written on the Wind,1956,NA,99,7.4,86,Drama,NA,NA,NA

New York,2009,NA,153,6.8,35,Crime,Drama,Thriller,0.98

Amityville II: The Possession,1982,NA,104,5.6,34,Horror,NA,NA,12.53

Saving Face,2004,R,91,7.4,65,Comedy,Drama,Romance,1.19

Mouchette,1967,NA,81,7.8,NA,Drama,NA,NA,NA

Below Her Mouth,2016,NA,94,5.5,42,Drama,Romance,NA,NA

Bleach: Bur�chu,2018,NA,108,6.4,NA,Action,Adventure,Fantasy,NA

Next Day Air,2009,R,84,5.8,46,Action,Comedy,Crime,10.02

First Kid,1996,PG,101,5.3,48,Family,Comedy,NA,26.46

To Be or Not to Be,1983,NA,107,6.9,61,Comedy,Drama,War,13.03

Synchronicity,IV 2015,R,101,5.5,39,Drama,Mystery,Romance,0.00

Places in the Heart,1984,NA,111,7.4,70,Drama,NA,NA,34.90

The Bang Bang Club,2010,R,106,7.0,48,Biography,Drama,History,NA

House II: The Second Story,1987,NA,88,5.4,31,Comedy,Fantasy,Horror,7.80

Destry Rides Again,1939,NA,95,7.7,81,Comedy,Western,NA,0.35

The Servant,1963,NA,116,7.9,93,Drama,NA,NA,0.04

Flipper,1996,PG,95,5.3,43,Adventure,Family,NA,20.05

Run Silent Run Deep,1958,NA,93,7.3,NA,Action,Drama,War,NA

Mr. Blandings Builds His Dream House,1948,NA,94,7.3,NA,Comedy,Romance,NA,NA

Klovn: The Movie,2010,R,93,7.2,62,Comedy,NA,NA,0.07

Fever Pitch,1997,R,102,6.7,55,Comedy,Drama,Romance,0.01

Forever Strong,2008,PG-13,112,7.2,37,Drama,Sport,NA,0.63

The Lady,2011,R,132,7.1,43,Biography,Drama,History,0.36

First Kill,2017,17+,97,5.0,39,Action,Thriller,NA,NA

Extraction,II 2015,R,92,4.1,25,Action,Thriller,NA,NA

Acts of Vengeance,2017,21+,87,5.7,49,Action,Drama,Thriller,NA

Ittefaq,2017,17+,105,7.2,NA,Mystery,Thriller,NA,0.30

For Richer or Poorer,1997,PG-13,115,5.8,NA,Comedy,NA,NA,31.61

L'amant double,2017,NA,107,6.2,70,Drama,Romance,Thriller,0.17

Rogues Gallery,2010,R,87,4.9,NA,Action,Comedy,NA,NA

Redacted,2007,R,90,6.1,52,Crime,Thriller,War,0.07

Merantau,2009,R,134,6.7,NA,Action,Drama,NA,NA

Tere Bin Laden,2010,NA,95,7.2,NA,Comedy,Drama,NA,NA

Billa 2,2012,NA,129,6.2,NA,Action,Crime,Thriller,NA

Scum,1979,21+,98,7.6,NA,Crime,Drama,NA,NA

Jumping the Broom,2011,PG-13,112,5.7,56,Comedy,Drama,NA,37.30

Bordertown,2007,R,112,6.1,NA,Crime,Mystery,Thriller,NA

400 Days,2015,NA,91,4.4,NA,Mystery,Sci-Fi,Thriller,NA

Potiche,2010,R,103,6.4,68,Comedy,NA,NA,1.62

Badrinath Ki Dulhania,2017,17+,139,6.1,NA,Comedy,Drama,Romance,1.99

Theeb,2014,NA,100,7.2,80,Adventure,Drama,Thriller,0.28

Our Hospitality,1923,NA,65,7.8,NA,Comedy,Romance,Thriller,NA

The Snow Walker,2003,PG,103,7.3,NA,Adventure,Drama,NA,NA

Only the Lonely,1991,NA,104,6.4,NA,Comedy,Romance,NA,21.83

Support Your Local Sheriff!,1969,NA,92,7.5,NA,Comedy,Western,NA,NA

Wandafuru raifu,1998,NA,119,7.6,91,Drama,Fantasy,NA,0.80

Pelle erobreren,1987,PG-13,157,7.8,NA,Drama,NA,NA,2.05

Strange Magic,2015,PG,99,5.8,25,Animation,Adventure,Comedy,12.43

Red,2008,R,93,7.0,61,Drama,Thriller,NA,0.00

Sedmikr�sky,1966,NA,74,7.4,NA,Comedy,NA,NA,NA

The Naked Spur,1953,NA,91,7.3,NA,Thriller,Western,NA,NA

Like Someone in Love,2012,NA,109,7.0,76,Drama,NA,NA,0.22

Trespass,1992,R,101,6.3,NA,Action,Thriller,NA,13.75

Queen of the Desert,2015,PG-13,128,5.7,39,Adventure,Biography,Drama,NA

Project X,1987,NA,108,6.1,61,Comedy,Drama,Sci-Fi,18.53

Ghosts of Mississippi,1996,PG-13,130,6.7,NA,Drama,History,NA,13.05

De helaasheid der dingen,2009,NA,108,7.4,54,Comedy,Drama,NA,NA

Ginger Snaps Back: The Beginning,2004,R,94,5.9,NA,Drama,Horror,NA,NA

Two Hands,1999,R,103,7.1,NA,Comedy,Crime,Thriller,NA

7 Aum Arivu,2011,NA,168,6.3,NA,Action,Sci-Fi,Thriller,NA

Happily N'Ever After,2006,PG,75,4.5,28,Animation,Adventure,Comedy,15.59

Jigarthanda,2014,NA,171,8.3,NA,Action,Crime,Drama,NA

Mr. Baseball,1992,PG-13,108,6.0,NA,Comedy,Romance,Sport,20.88

Rane,1998,NA,103,8.0,NA,Comedy,Crime,Drama,NA

Light of My Life,2019,R,119,6.6,67,Drama,Sci-Fi,Thriller,NA

Monsters: Dark Continent,2014,R,119,4.3,42,Action,Drama,Horror,NA

Action Jackson,1988,NA,96,5.5,36,Action,Comedy,Crime,20.26

Sirens,1994,R,98,5.8,64,Comedy,Drama,Romance,7.77

The Paradine Case,1947,NA,125,6.6,NA,Crime,Drama,Romance,NA

The Man Who Killed Hitler and Then the Bigfoot,2018,NA,98,5.7,51,Adventure,Drama,Sci-Fi,NA

The Wanderers,1979,NA,112,7.4,64,Crime,Drama,Romance,0.01

Naissance des pieuvres,2007,NA,85,6.7,65,Drama,Romance,NA,0.08

Deewaar,1975,NA,174,8.1,NA,Action,Crime,Drama,NA

Journal d'un cur� de campagne,1951,NA,115,7.9,NA,Drama,NA,NA,NA

Madea's Witness Protection,2012,PG-13,114,4.9,42,Comedy,Crime,Drama,65.65

Neredesin Firuze,2004,NA,128,7.3,NA,Comedy,Drama,Music,NA

Open Season 3,2010,PG,75,5.1,NA,Animation,Adventure,Comedy,NA

Ankhon Dekhi,2013,NA,107,8.0,NA,Comedy,Drama,NA,NA

La c�r�monie,1995,NA,112,7.5,NA,Crime,Drama,Mystery,0.08

In Darkness,2011,R,145,7.3,74,Drama,War,NA,1.04

Motel Hell,1980,NA,101,6.0,64,Comedy,Horror,Thriller,6.34

Legal Eagles,1986,NA,116,6.0,57,Comedy,Crime,Romance,49.85

Words and Pictures,2013,PG-13,111,6.6,49,Comedy,Drama,Romance,2.17

The Lair of the White Worm,1988,NA,93,5.9,61,Comedy,Horror,NA,1.19

The Swimmer,1968,M/PG,95,7.7,NA,Drama,NA,NA,NA

Asuran,2019,NA,141,8.5,NA,Action,Drama,NA,NA

The Good Thief,2002,R,109,6.5,68,Action,Crime,Drama,3.52

Altered,2006,R,88,5.6,NA,Horror,Sci-Fi,Thriller,NA

Action Point,2018,R,85,5.1,36,Comedy,NA,NA,5.06

Wild Rose,2018,R,101,7.2,80,Comedy,Drama,Music,1.64

The Band Wagon,1953,NA,112,7.5,93,Comedy,Musical,Romance,NA

"Je vais bien, ne t'en fais pas",2006,NA,92,7.4,NA,Drama,NA,NA,NA

Black '47,2018,R,100,6.8,65,Action,Drama,NA,0.05

Beyond the Valley of the Dolls,1970,NA,109,6.2,60,Comedy,Drama,Music,2.66

Vi �r b�st!,2013,NA,102,7.2,87,Drama,Music,NA,0.18

Criminal,2004,R,87,6.4,61,Comedy,Crime,Drama,14.69

One-Eyed Jacks,1961,NA,141,7.1,NA,Drama,Western,NA,NA

Fear and Desire,1953,NA,62,5.5,NA,Drama,Thriller,War,NA

Agir Roman,1997,NA,120,7.7,NA,Crime,Drama,Romance,NA

Visions,II 2015,R,82,5.3,NA,Drama,Horror,Mystery,NA

Geetha Govindam,2018,NA,142,7.7,NA,Drama,Romance,NA,NA

Sing si lip yan,1993,PG-13,105,6.5,NA,Action,Comedy,Crime,NA

Johnny Stecchino,1991,R,102,7.2,NA,Comedy,Crime,Romance,0.57

Father of the Bride,1950,NA,92,7.2,76,Comedy,Romance,NA,NA

Triage,2009,R,99,6.5,NA,Drama,Mystery,War,NA

Yi ge ren de wu lin,2014,NA,100,6.5,66,Action,Crime,Thriller,0.13

Turks fruit,1973,NA,108,7.1,NA,Drama,Romance,NA,NA

Ernest Saves Christmas,1988,NA,95,5.7,44,Comedy,Family,Fantasy,28.20

